celex,date,year,reference,origin,limb,section,act_kind
32025D0681,2025-04-08,2025,EN 556-1:2001,CEN,number,none,AMENDING
32025D0681,2025-04-08,2025,EN 556-2:2015,CEN,number,none,AMENDING
32025D0681,2025-04-08,2025,EN 1865-2:2010+A1:2015,CEN,number,none,AMENDING
32025D0681,2025-04-08,2025,EN 455-1:2020+A2:2024,CEN,number,none,AMENDING
32025D0681,2025-04-08,2025,EN 455-2:2024,CEN,number,none,AMENDING
32025D0681,2025-04-08,2025,EN 556-1:2024,CEN,number,none,AMENDING
32025D0681,2025-04-08,2025,EN 556-2:2024,CEN,number,none,AMENDING
32025D0681,2025-04-08,2025,EN 1865-2:2024,CEN,number,none,AMENDING
32025D0681,2025-04-08,2025,EN 1865-6:2024,CEN,number,none,AMENDING
32025D0681,2025-04-08,2025,EN 455-1:2020+A2:2024,CEN,number,addition,AMENDING
32025D0681,2025-04-08,2025,EN 455-2:2024,CEN,number,addition,AMENDING
32025D0681,2025-04-08,2025,EN 556-1:2024,CEN,number,addition,AMENDING
32025D0681,2025-04-08,2025,EN 556-2:2024,CEN,number,addition,AMENDING
32025D0681,2025-04-08,2025,EN 1865-2:2024,CEN,number,addition,AMENDING
32025D0681,2025-04-08,2025,EN 1865-6:2024,CEN,number,addition,AMENDING
32025D0893,2025-05-14,2025,EN 301 406-2 V3.1.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 301 489-3 V2.3.2,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 301 489-17 V3.3.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 301 489-19 V2.2.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 301 489-54 V1.1.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 301 908-23 V15.1.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 301 908-24 V15.1.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 301 908-25 V15.1.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 303 363-2 V1.1.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 303 661 V1.1.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 303 687 V1.1.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 303 753 V1.1.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 304 220-1 V1.2.1,CEN,number,none,AMENDING
32025D0893,2025-05-14,2025,EN 304 220-2 V1.2.1,CEN,number,none,AMENDING
32025D0893,2025-05-14,2025,EN 301 489-52 V1.2.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 301 893 V2.1.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 301 908-3 V13.1.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 301 908-13 V13.2.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 302 064-2 V1.1.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 303 213-5-1 V1.1.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 301 489-52 V1.3.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 301 893 V2.2.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 301 908-3 V15.1.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 301 908-13 V13.3.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 302 064 V2.2.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 303 213-5-1 V2.1.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 301 908-23 V15.1.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 301 908-24 V15.1.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 301 908-25 V15.1.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 303 363-2 V1.1.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 303 661 V1.1.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 303 753 V1.1.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 304 220-1 V1.2.1,CEN,number,none,AMENDING
32025D0893,2025-05-14,2025,EN 304 220-2 V1.2.1,CEN,number,none,AMENDING
32025D0893,2025-05-14,2025,EN 301 893 V2.2.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 301 908-3 V15.1.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 302 064 V2.2.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 301 489-3 V2.3.2,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 301 489-17 V3.3.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 301 489-19 V2.2.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 301 489-54 V1.1.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 301 489-52 V1.3.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 301 406-2 V3.1.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 301 908-13 V13.3.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 303 213-5-1 V2.1.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 303 687 V1.1.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 301 908-23 V15.1.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 301 908-24 V15.1.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 301 908-25 V15.1.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 303 363-2 V1.1.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 303 661 V1.1.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 303 753 V1.1.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 304 220-1 V1.2.1,CEN,number,none,AMENDING
32025D0893,2025-05-14,2025,EN 304 220-2 V1.2.1,CEN,number,none,AMENDING
32025D0893,2025-05-14,2025,EN 301 893 V2.2.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 301 908-3 V15.1.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 302 064 V2.2.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 301 406-2 V3.1.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 301 489-3 V2.3.2,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 301 489-17 V3.3.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 301 489-19 V2.2.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 301 489-54 V1.1.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 303 687 V1.1.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 301 489-52 V1.3.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 301 908-13 V13.3.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 303 213-5-1 V2.1.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 301 489-52 V1.2.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 301 893 V2.1.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 301 908-13 V13.2.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 301 908-3 V13.1.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 302 064-2 V1.1.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 303 213-5-1 V1.1.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 303 098 V2.2.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 301 489-52 V1.2.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 301 893 V2.1.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 301 908-13 V13.2.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 301 908-3 V13.1.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 302 064-2 V1.1.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 303 213-5-1 V1.1.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 303 098 V2.2.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 301 893 V2.1.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 301 893 V2.1.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 301 489-12 V3.2.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 301 489-20 V2.2.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 301 489-52 V1.3.1,ETSI,spaced,none,AMENDING
32025D0893,2025-05-14,2025,EN 301 489-12 V3.2.1,ETSI,spaced,withdrawal,AMENDING
32025D0893,2025-05-14,2025,EN 301 489-20 V2.2.1,ETSI,spaced,withdrawal,AMENDING
32025D0893,2025-05-14,2025,EN 301 489-52 V1.3.1,ETSI,spaced,withdrawal,AMENDING
32025D0893,2025-05-14,2025,EN 301 489-12 V3.2.1,ETSI,spaced,withdrawal,AMENDING
32025D0893,2025-05-14,2025,EN 301 489-20 V2.2.1,ETSI,spaced,withdrawal,AMENDING
32025D0893,2025-05-14,2025,EN 301 489-52 V1.3.1,ETSI,spaced,withdrawal,AMENDING
32025D0893,2025-05-14,2025,EN 301 489-12 V3.2.1,ETSI,spaced,addition,AMENDING
32025D0893,2025-05-14,2025,EN 301 489-20 V2.2.1,ETSI,spaced,addition,AMENDING
32025D0893,2025-05-14,2025,EN 301 489-52 V1.2.1,ETSI,spaced,addition,AMENDING
32025D0893,2025-05-14,2025,EN 301 489-52 V1.3.1,ETSI,spaced,addition,AMENDING
32025D0893,2025-05-14,2025,EN 301 893 V2.2.1,ETSI,spaced,addition,AMENDING
32025D0893,2025-05-14,2025,EN 301 908-13 V13.3.1,ETSI,spaced,addition,AMENDING
32025D0893,2025-05-14,2025,EN 301 908-3 V15.1.1,ETSI,spaced,addition,AMENDING
32025D0893,2025-05-14,2025,EN 302 064 V2.2.1,ETSI,spaced,addition,AMENDING
32025D0893,2025-05-14,2025,EN 303 213-5-1 V2.1.1,ETSI,spaced,addition,AMENDING
32025D0893,2025-05-14,2025,EN 301 406-2 V3.1.1,ETSI,spaced,addition,AMENDING
32025D0893,2025-05-14,2025,EN 301 489-3 V2.3.2,ETSI,spaced,addition,AMENDING
32025D0893,2025-05-14,2025,EN 301 489-17 V3.3.1,ETSI,spaced,addition,AMENDING
32025D0893,2025-05-14,2025,EN 301 489-19 V2.2.1,ETSI,spaced,addition,AMENDING
32025D0893,2025-05-14,2025,EN 301 489-54 V1.1.1,ETSI,spaced,addition,AMENDING
32025D0893,2025-05-14,2025,EN 301 908-23 V15.1.1,ETSI,spaced,addition,AMENDING
32025D0893,2025-05-14,2025,EN 301 908-24 V15.1.1,ETSI,spaced,addition,AMENDING
32025D0893,2025-05-14,2025,EN 301 908-25 V15.1.1,ETSI,spaced,addition,AMENDING
32025D0893,2025-05-14,2025,EN 303 363-2 V1.1.1,ETSI,spaced,addition,AMENDING
32025D0893,2025-05-14,2025,EN 303 661 V1.1.1,ETSI,spaced,addition,AMENDING
32025D0893,2025-05-14,2025,EN 303 687 V1.1.1,ETSI,spaced,addition,AMENDING
32025D0893,2025-05-14,2025,EN 303 753 V1.1.1,ETSI,spaced,addition,AMENDING
32025D0893,2025-05-14,2025,EN 304 220-1 V1.2.1,CEN,number,addition,AMENDING
32025D0893,2025-05-14,2025,EN 304 220-2 V1.2.1,CEN,number,addition,AMENDING
32025D0895,2025-05-14,2025,EN 14404-2:2024,CEN,number,none,AMENDING
32025D0895,2025-05-14,2025,EN 14404-3:2024,CEN,number,none,AMENDING
32025D0895,2025-05-14,2025,EN 14404-4:2024,CEN,number,none,AMENDING
32025D0895,2025-05-14,2025,EN 14404-6:2024,CEN,number,none,AMENDING
32025D0895,2025-05-14,2025,EN 17487:2024,CEN,number,none,AMENDING
32025D0895,2025-05-14,2025,EN 352-2:2020,CEN,number,none,AMENDING
32025D0895,2025-05-14,2025,EN 353-2:2002,CEN,number,none,AMENDING
32025D0895,2025-05-14,2025,EN 958:2017,CEN,number,none,AMENDING
32025D0895,2025-05-14,2025,EN 17109:2020,CEN,number,none,AMENDING
32025D0895,2025-05-14,2025,EN 352-2:2020+A1:2024,CEN,number,none,AMENDING
32025D0895,2025-05-14,2025,EN 353-2:2024,CEN,number,none,AMENDING
32025D0895,2025-05-14,2025,EN 958:2024,CEN,number,none,AMENDING
32025D0895,2025-05-14,2025,EN 17109:2020+A1:2024,CEN,number,none,AMENDING
32025D0895,2025-05-14,2025,EN 352-2:2020+A1:2024,CEN,number,none,AMENDING
32025D0895,2025-05-14,2025,EN 353-2:2024,CEN,number,none,AMENDING
32025D0895,2025-05-14,2025,EN 958:2024,CEN,number,none,AMENDING
32025D0895,2025-05-14,2025,EN 14404-2:2024,CEN,number,none,AMENDING
32025D0895,2025-05-14,2025,EN 14404-3:2024,CEN,number,none,AMENDING
32025D0895,2025-05-14,2025,EN 14404-4:2024,CEN,number,none,AMENDING
32025D0895,2025-05-14,2025,EN 14404-6:2024,CEN,number,none,AMENDING
32025D0895,2025-05-14,2025,EN 17109:2020+A1:2024,CEN,number,none,AMENDING
32025D0895,2025-05-14,2025,EN 17487:2024,CEN,number,none,AMENDING
32025D0895,2025-05-14,2025,EN 353-2:2024,CEN,number,none,AMENDING
32025D0895,2025-05-14,2025,EN 958:2024,CEN,number,none,AMENDING
32025D0895,2025-05-14,2025,EN 14404-2:2024,CEN,number,none,AMENDING
32025D0895,2025-05-14,2025,EN 14404-4:2024,CEN,number,none,AMENDING
32025D0895,2025-05-14,2025,EN 14404-6:2024,CEN,number,none,AMENDING
32025D0895,2025-05-14,2025,EN 17109:2020+A1:2024,CEN,number,none,AMENDING
32025D0895,2025-05-14,2025,EN 17487:2024,CEN,number,none,AMENDING
32025D0895,2025-05-14,2025,EN 352-2:2020+A1:2024,CEN,number,none,AMENDING
32025D0895,2025-05-14,2025,EN 14404-3:2024,CEN,number,none,AMENDING
32025D0895,2025-05-14,2025,EN 50365:2023,CENELEC,number,none,AMENDING
32025D0895,2025-05-14,2025,EN 50365:2023,CENELEC,number,none,AMENDING
32025D0895,2025-05-14,2025,EN 50365:2023,CENELEC,number,none,AMENDING
32025D0895,2025-05-14,2025,EN 50365:2023,CENELEC,number,none,AMENDING
32025D0895,2025-05-14,2025,EN 50365:2023,CENELEC,number,none,AMENDING
32025D0895,2025-05-14,2025,EN 50365:2023,CENELEC,number,none,AMENDING
32025D0895,2025-05-14,2025,EN 50365:2023,CENELEC,number,none,AMENDING
32025D0895,2025-05-14,2025,EN 352-2:2020,CEN,number,none,AMENDING
32025D0895,2025-05-14,2025,EN 353-2:2002,CEN,number,none,AMENDING
32025D0895,2025-05-14,2025,EN 958:2017,CEN,number,none,AMENDING
32025D0895,2025-05-14,2025,EN 17109:2020,CEN,number,none,AMENDING
32025D0895,2025-05-14,2025,EN 50365:2023,CENELEC,number,none,AMENDING
32025D0895,2025-05-14,2025,EN 352-2:2020,CEN,number,none,AMENDING
32025D0895,2025-05-14,2025,EN 353-2:2002,CEN,number,none,AMENDING
32025D0895,2025-05-14,2025,EN 958:2017,CEN,number,none,AMENDING
32025D0895,2025-05-14,2025,EN 17109:2020,CEN,number,none,AMENDING
32025D0895,2025-05-14,2025,EN 352-2:2020+A1:2024,CEN,number,addition,AMENDING
32025D0895,2025-05-14,2025,EN 353-2:2024,CEN,number,addition,AMENDING
32025D0895,2025-05-14,2025,EN 958:2024,CEN,number,addition,AMENDING
32025D0895,2025-05-14,2025,EN 14404-2:2024,CEN,number,addition,AMENDING
32025D0895,2025-05-14,2025,EN 14404-3:2024,CEN,number,addition,AMENDING
32025D0895,2025-05-14,2025,EN 14404-4:2024,CEN,number,addition,AMENDING
32025D0895,2025-05-14,2025,EN 14404-6:2024,CEN,number,addition,AMENDING
32025D0895,2025-05-14,2025,EN 17109:2020+A1:2024,CEN,number,addition,AMENDING
32025D0895,2025-05-14,2025,EN 17487:2024,CEN,number,addition,AMENDING
32025D0895,2025-05-14,2025,EN 50365:2023,CENELEC,number,addition,AMENDING
32025D0895,2025-05-14,2025,EN 50365:2023,CENELEC,number,addition,AMENDING
32025D1457,2025-07-16,2025,EN 60335-2-60:2003,IEC,inferred-60000,none,AMENDING
32025D1457,2025-07-16,2025,EN 60335-1:2012,IEC,inferred-60000,none,AMENDING
32025D1457,2025-07-16,2025,EN 60335-2-27:2013,IEC,inferred-60000,none,AMENDING
32025D1457,2025-07-16,2025,EN 60335-2-60:2003,IEC,inferred-60000,none,AMENDING
32025D1457,2025-07-16,2025,EN 60335-2-60:2003,IEC,inferred-60000,none,AMENDING
32025D1457,2025-07-16,2025,EN 60335-2-60:2003,IEC,inferred-60000,none,AMENDING
32025D1457,2025-07-16,2025,EN 60335-2-60:2003,IEC,inferred-60000,none,AMENDING
32025D1457,2025-07-16,2025,EN 60335-2-60:2003,IEC,inferred-60000,none,AMENDING
32025D1457,2025-07-16,2025,EN 60335-1:2012,IEC,inferred-60000,none,AMENDING
32025D1457,2025-07-16,2025,EN 60335-1:2012,IEC,inferred-60000,none,AMENDING
32025D1457,2025-07-16,2025,EN 60335-1:2012,IEC,inferred-60000,none,AMENDING
32025D1457,2025-07-16,2025,EN 60335-1:2012,IEC,inferred-60000,none,AMENDING
32025D1457,2025-07-16,2025,EN 60335-1:2012,IEC,inferred-60000,none,AMENDING
32025D1457,2025-07-16,2025,EN 60335-1:2012,IEC,inferred-60000,none,AMENDING
32025D1457,2025-07-16,2025,EN 60335-1:2012,IEC,inferred-60000,none,AMENDING
32025D1457,2025-07-16,2025,EN 60335-1:2012,IEC,inferred-60000,none,AMENDING
32025D1457,2025-07-16,2025,EN 60335-2-27:2013,IEC,inferred-60000,none,AMENDING
32025D1457,2025-07-16,2025,EN 60335-2-27:2013,IEC,inferred-60000,none,AMENDING
32025D1457,2025-07-16,2025,EN 60335-2-27:2013,IEC,inferred-60000,none,AMENDING
32025D1457,2025-07-16,2025,EN 60335-2-27:2013,IEC,inferred-60000,none,AMENDING
32025D1457,2025-07-16,2025,EN 60335-2-60:2003,IEC,inferred-60000,none,AMENDING
32025D1457,2025-07-16,2025,EN 60335-2-60:2003,IEC,inferred-60000,none,AMENDING
32025D1457,2025-07-16,2025,EN 60335-2-60:2003,IEC,inferred-60000,none,AMENDING
32025D1457,2025-07-16,2025,EN 60335-2-60:2003,IEC,inferred-60000,none,AMENDING
32025D1457,2025-07-16,2025,EN 60335-2-60:2003,IEC,inferred-60000,none,AMENDING
32025D1457,2025-07-16,2025,EN 60335-2-60:2003,IEC,inferred-60000,none,AMENDING
32025D1457,2025-07-16,2025,EN 60335-2-60:2003,IEC,inferred-60000,none,AMENDING
32025D1457,2025-07-16,2025,EN 60335-2-60:2003,IEC,inferred-60000,none,AMENDING
32025D1457,2025-07-16,2025,EN 60335-1:2012,IEC,inferred-60000,none,AMENDING
32025D1457,2025-07-16,2025,EN 60335-1:2012,IEC,inferred-60000,none,AMENDING
32025D1457,2025-07-16,2025,EN 60335-1:2012,IEC,inferred-60000,none,AMENDING
32025D1457,2025-07-16,2025,EN 60335-1:2012,IEC,inferred-60000,none,AMENDING
32025D1457,2025-07-16,2025,EN 60335-1:2012,IEC,inferred-60000,none,AMENDING
32025D1457,2025-07-16,2025,EN 60335-1:2012,IEC,inferred-60000,none,AMENDING
32025D1457,2025-07-16,2025,EN 60335-1:2012,IEC,inferred-60000,none,AMENDING
32025D1457,2025-07-16,2025,EN 60335-1:2012,IEC,inferred-60000,none,AMENDING
32025D1457,2025-07-16,2025,EN 60335-1:2012,IEC,inferred-60000,none,AMENDING
32025D1457,2025-07-16,2025,EN 60335-2-27:2013,IEC,inferred-60000,none,AMENDING
32025D1457,2025-07-16,2025,EN 60335-2-27:2013,IEC,inferred-60000,none,AMENDING
32025D1457,2025-07-16,2025,EN 60335-2-27:2013,IEC,inferred-60000,none,AMENDING
32025D1457,2025-07-16,2025,EN 60335-2-27:2013,IEC,inferred-60000,none,AMENDING
32025D1457,2025-07-16,2025,EN 60335-2-27:2013,IEC,inferred-60000,none,AMENDING
32025D1457,2025-07-16,2025,EN 60335-2-60:2003,IEC,inferred-60000,none,AMENDING
32025D1457,2025-07-16,2025,EN 60335-2-60:2003,IEC,inferred-60000,none,AMENDING
32025D1457,2025-07-16,2025,EN 60335-2-60:2003,IEC,inferred-60000,none,AMENDING
32025D1457,2025-07-16,2025,EN 60335-2-60:2003,IEC,inferred-60000,withdrawal,AMENDING
32025D1457,2025-07-16,2025,EN 60335-1:2012,IEC,inferred-60000,withdrawal,AMENDING
32025D1457,2025-07-16,2025,EN 60335-1:2012,IEC,inferred-60000,withdrawal,AMENDING
32025D1457,2025-07-16,2025,EN 60335-1:2012,IEC,inferred-60000,withdrawal,AMENDING
32025D1457,2025-07-16,2025,EN 60335-1:2012,IEC,inferred-60000,withdrawal,AMENDING
32025D1457,2025-07-16,2025,EN 60335-1:2012,IEC,inferred-60000,withdrawal,AMENDING
32025D1457,2025-07-16,2025,EN 60335-1:2012,IEC,inferred-60000,withdrawal,AMENDING
32025D1457,2025-07-16,2025,EN 60335-1:2012,IEC,inferred-60000,withdrawal,AMENDING
32025D1457,2025-07-16,2025,EN 60335-1:2012,IEC,inferred-60000,withdrawal,AMENDING
32025D1457,2025-07-16,2025,EN 60335-2-27:2013,IEC,inferred-60000,withdrawal,AMENDING
32025D1457,2025-07-16,2025,EN 60335-2-27:2013,IEC,inferred-60000,withdrawal,AMENDING
32025D1457,2025-07-16,2025,EN 60335-2-27:2013,IEC,inferred-60000,withdrawal,AMENDING
32025D1457,2025-07-16,2025,EN 60335-2-27:2013,IEC,inferred-60000,withdrawal,AMENDING
32025D1457,2025-07-16,2025,EN 60335-1:2012,IEC,inferred-60000,addition,AMENDING
32025D1457,2025-07-16,2025,EN 60335-1:2012,IEC,inferred-60000,addition,AMENDING
32025D1457,2025-07-16,2025,EN 60335-1:2012,IEC,inferred-60000,addition,AMENDING
32025D1457,2025-07-16,2025,EN 60335-1:2012,IEC,inferred-60000,addition,AMENDING
32025D1457,2025-07-16,2025,EN 60335-1:2012,IEC,inferred-60000,addition,AMENDING
32025D1457,2025-07-16,2025,EN 60335-1:2012,IEC,inferred-60000,addition,AMENDING
32025D1457,2025-07-16,2025,EN 60335-1:2012,IEC,inferred-60000,addition,AMENDING
32025D1457,2025-07-16,2025,EN 60335-1:2012,IEC,inferred-60000,addition,AMENDING
32025D1457,2025-07-16,2025,EN 60335-1:2012,IEC,inferred-60000,addition,AMENDING
32025D1457,2025-07-16,2025,EN 60335-2-27:2013,IEC,inferred-60000,addition,AMENDING
32025D1457,2025-07-16,2025,EN 60335-2-27:2013,IEC,inferred-60000,addition,AMENDING
32025D1457,2025-07-16,2025,EN 60335-2-27:2013,IEC,inferred-60000,addition,AMENDING
32025D1457,2025-07-16,2025,EN 60335-2-27:2013,IEC,inferred-60000,addition,AMENDING
32025D1488,2025-07-22,2025,EN 50214:2006,CENELEC,number,none,AMENDING
32025D1488,2025-07-22,2025,EN 50214:2006,CENELEC,number,none,AMENDING
32025D1488,2025-07-22,2025,EN 50214:2024,CENELEC,number,none,AMENDING
32025D1488,2025-07-22,2025,EN 50620:2017,CENELEC,number,none,AMENDING
32025D1488,2025-07-22,2025,EN 50620:2017,CENELEC,number,none,AMENDING
32025D1488,2025-07-22,2025,EN 50620:2017,CENELEC,number,none,AMENDING
32025D1488,2025-07-22,2025,EN 50214:2024,CENELEC,number,none,AMENDING
32025D1488,2025-07-22,2025,EN 50620:2017,CENELEC,number,none,AMENDING
32025D1488,2025-07-22,2025,EN 50620:2017,CENELEC,number,none,AMENDING
32025D1488,2025-07-22,2025,EN 50620:2017,CENELEC,number,none,AMENDING
32025D1488,2025-07-22,2025,EN 50214:2006,CENELEC,number,none,AMENDING
32025D1488,2025-07-22,2025,EN 50620:2017,CENELEC,number,none,AMENDING
32025D1488,2025-07-22,2025,EN 50214:2006,CENELEC,number,none,AMENDING
32025D1488,2025-07-22,2025,EN 50214:2006,CENELEC,number,none,AMENDING
32025D1488,2025-07-22,2025,EN 50620:2017,CENELEC,number,none,AMENDING
32025D1488,2025-07-22,2025,EN 50620:2017,CENELEC,number,none,AMENDING
32025D1488,2025-07-22,2025,EN 50214:2024,CENELEC,number,addition,AMENDING
32025D1488,2025-07-22,2025,EN 50620:2017,CENELEC,number,addition,AMENDING
32025D1488,2025-07-22,2025,EN 50620:2017,CENELEC,number,addition,AMENDING
32025D1488,2025-07-22,2025,EN 50620:2017,CENELEC,number,addition,AMENDING
32025D1740,2025-08-13,2025,EN 81-44:2024,CEN,number,none,AMENDING
32025D1740,2025-08-13,2025,EN 17677:2024,CEN,number,none,AMENDING
32025D1740,2025-08-13,2025,EN 17942:2024,CEN,number,none,AMENDING
32025D1740,2025-08-13,2025,EN 50059:2025,CENELEC,number,none,AMENDING
32025D1740,2025-08-13,2025,EN 50176:2025,CENELEC,number,none,AMENDING
32025D1740,2025-08-13,2025,EN 81-31:2010,CEN,number,none,AMENDING
32025D1740,2025-08-13,2025,EN 81-41:2010,CEN,number,none,AMENDING
32025D1740,2025-08-13,2025,EN 1846-2:2009+A1:2013,CEN,number,none,AMENDING
32025D1740,2025-08-13,2025,EN 1953:2013,CEN,number,none,AMENDING
32025D1740,2025-08-13,2025,EN 12077-2:1998+A1:2008,CEN,number,none,AMENDING
32025D1740,2025-08-13,2025,EN 12159:2012,CEN,number,none,AMENDING
32025D1740,2025-08-13,2025,EN 12312-4:2014,CEN,number,none,AMENDING
32025D1740,2025-08-13,2025,EN 12621:2006+A1:2010,CEN,number,none,AMENDING
32025D1740,2025-08-13,2025,EN 12978:2003+A1:2009,CEN,number,none,AMENDING
32025D1740,2025-08-13,2025,EN 81-31:2024,CEN,number,none,AMENDING
32025D1740,2025-08-13,2025,EN 81-41:2024,CEN,number,none,AMENDING
32025D1740,2025-08-13,2025,EN 1846-2:2024,CEN,number,none,AMENDING
32025D1740,2025-08-13,2025,EN 1953:2025,CEN,number,none,AMENDING
32025D1740,2025-08-13,2025,EN 12077-2:2024,CEN,number,none,AMENDING
32025D1740,2025-08-13,2025,EN 12159:2024,CEN,number,none,AMENDING
32025D1740,2025-08-13,2025,EN 12312-4:2024,CEN,number,none,AMENDING
32025D1740,2025-08-13,2025,EN 12621:2025,CEN,number,none,AMENDING
32025D1740,2025-08-13,2025,EN 12978:2024,CEN,number,none,AMENDING
32025D1740,2025-08-13,2025,EN 12312-5:2021,CEN,number,none,AMENDING
32025D1740,2025-08-13,2025,EN 13684:2018,CEN,number,none,AMENDING
32025D1740,2025-08-13,2025,EN 12312-5:2021+A1:2025,CEN,number,none,AMENDING
32025D1740,2025-08-13,2025,EN 13684:2018+A1:2024,CEN,number,none,AMENDING
32025D1740,2025-08-13,2025,EN 81-31:2024,CEN,number,none,AMENDING
